over_number,wickets_fallen,batsman_avg,bowler_econ,strike_rate,match_phase,runs_in_over
6,2,22.2,9.06,141.6,1,9
2,1,32.6,10.14,136.5,0,18
8,0,28.3,9.53,133.7,2,12
7,1,39.3,9.53,112.7,1,19
10,5,16.7,9.3,145.5,2,15
8,0,46.8,8.47,154.6,2,24
4,1,27.6,9.9,141.9,1,11
10,3,11.8,9.15,144.8,2,11
5,4,27.5,8.41,153.4,1,10
4,3,18.9,10.72,173.2,1,9
10,1,27.7,9.62,136.6,2,11
4,1,27.4,9.23,121.6,1,7
1,0,26.4,11.11,143.2,0,14
5,3,21.3,7.3,182.7,1,4
8,3,31.5,11.03,121.8,2,17
2,3,25.5,8.44,158.0,0,6
5,2,36.8,9.75,168.2,1,12
2,0,26.6,8.79,97.7,0,8
7,1,20.3,8.39,153.2,1,11
5,2,14.5,11.08,145.5,1,8
4,2,26.6,11.73,139.7,1,13
3,1,27.6,9.23,132.1,0,9
6,2,17.2,9.9,145.5,1,9
7,2,32.2,9.57,138.4,1,13
10,3,13.8,11.58,139.0,2,9
5,0,39.3,6.96,135.2,1,13
2,0,29.3,9.95,138.1,0,10
9,1,27.6,8.63,168.8,2,15
7,2,19.7,6.67,120.7,1,7
8,5,34.1,9.07,110.0,2,15
1,0,27.6,11.72,169.1,0,15
4,1,27.6,8.71,141.2,1,17
8,1,29.6,10.45,137.2,2,20
9,6,27.6,10.94,142.8,2,11
5,1,14.9,9.48,149.2,1,11
9,4,19.0,9.64,134.5,2,15
9,4,30.8,7.44,155.1,2,12
4,0,28.0,8.64,125.8,1,10
9,1,36.4,10.59,139.0,2,15
3,0,20.6,9.57,100.7,0,9
3,1,32.6,9.94,145.5,0,15
7,1,27.1,9.66,141.5,1,7
7,5,20.5,12.13,158.4,1,12
2,1,31.1,8.98,154.5,0,8
9,2,27.5,11.43,156.0,2,16
2,1,23.0,9.66,144.8,0,11
9,1,28.3,11.53,152.8,2,15
1,1,27.0,8.03,125.8,0,5
8,2,26.8,9.72,121.6,2,19
8,2,24.7,9.03,143.0,2,11
8,4,17.6,9.67,131.4,2,14
7,4,28.6,10.97,173.5,1,13
5,3,21.6,9.95,152.5,1,15
8,2,19.8,10.96,130.7,2,19
3,0,26.1,8.7,139.6,0,16
8,2,33.9,8.51,147.7,2,18
6,3,29.5,9.52,143.6,1,11
5,3,23.8,9.45,150.4,1,13
6,3,23.4,9.28,146.4,1,12
6,3,33.1,8.35,117.2,1,14
1,0,10.0,10.94,102.0,0,8
2,1,34.4,9.49,137.5,0,12
3,0,13.0,11.21,156.2,0,18
2,0,16.7,9.52,137.8,0,7
5,0,23.9,10.28,169.7,1,11
7,0,45.4,10.17,144.1,1,13
7,3,41.4,8.51,172.1,1,15
5,1,33.7,9.94,168.0,1,15
9,3,30.9,11.81,166.0,2,19
6,3,13.1,9.8,120.9,1,10
1,1,29.3,10.58,145.3,0,8
8,4,23.6,10.33,169.5,2,15
6,1,21.5,9.87,150.4,1,6
7,7,29.2,9.72,156.1,1,4
6,2,24.2,10.16,117.2,1,9
6,5,35.0,10.42,183.4,1,19
1,0,12.5,7.88,129.2,0,9
6,2,28.6,9.8,105.1,1,3
8,3,21.0,9.28,138.0,2,16
4,1,24.7,9.03,96.1,1,2
7,2,30.4,11.06,123.3,1,12
1,0,19.1,8.62,196.2,0,11
4,2,29.3,7.83,137.4,1,9
5,1,26.3,10.45,116.4,1,16
10,2,22.7,7.8,145.5,2,4
3,0,24.2,7.19,127.0,0,12
3,1,26.8,10.59,162.3,0,14
5,1,21.9,9.69,127.2,1,13
10,3,27.6,10.07,150.4,2,15
9,2,25.8,8.97,122.1,2,14
1,0,23.1,7.84,197.0,0,11
3,2,40.7,8.08,155.1,0,9
9,3,31.3,9.17,142.1,2,16
1,1,24.9,7.97,139.1,0,3
9,2,27.6,9.87,133.9,2,18
3,0,19.8,8.95,129.8,0,12
10,0,24.5,9.72,129.2,2,20
3,0,25.4,9.69,178.6,0,17
5,1,18.0,9.96,133.9,1,11
7,4,31.1,10.1,102.4,1,9
2,1,24.0,9.09,121.7,0,9
6,2,25.2,9.72,163.6,1,8
6,0,23.5,9.78,140.0,1,15
8,2,51.7,6.59,142.3,2,17
10,3,22.7,10.28,168.4,2,21
7,1,11.5,9.68,129.5,1,14
5,2,15.2,9.49,157.6,1,11
5,5,34.1,9.49,131.6,1,13
5,3,38.7,9.12,156.5,1,7
9,2,22.5,8.19,137.2,2,13
4,0,38.2,10.39,140.2,1,16
2,2,33.9,7.81,161.4,0,8
4,1,26.5,8.39,160.0,1,14
1,1,25.9,9.49,141.7,0,13
2,0,29.4,8.74,145.5,0,8
1,0,35.0,8.39,177.0,0,10
8,3,31.2,10.59,156.8,2,11
8,2,27.6,10.64,137.2,2,12
7,3,26.6,10.37,131.9,1,15
5,1,43.9,10.52,165.5,1,18
8,2,30.0,9.22,147.3,2,14
2,1,35.0,9.25,141.7,0,14
10,1,32.3,8.72,147.3,2,15
6,2,30.2,9.7,151.8,1,14
10,6,28.9,8.87,143.9,2,12
2,1,35.2,8.98,169.1,0,12
5,0,27.6,10.22,170.2,1,11
7,1,27.6,10.92,155.6,1,16
5,0,22.4,9.98,172.5,1,9
5,1,31.1,11.65,145.2,1,18
2,0,27.5,8.65,158.8,0,9
4,1,25.5,7.29,165.1,1,10
3,0,49.4,10.36,165.4,0,21
4,0,15.7,8.57,163.3,1,12
7,3,35.7,9.17,157.6,1,11
7,0,21.1,7.38,184.1,1,5
7,1,29.0,8.42,134.2,1,7
4,2,48.5,7.7,145.5,1,13
10,2,20.3,8.98,140.7,2,11
1,0,22.2,9.03,137.6,0,11
4,1,27.9,9.61,105.2,1,13
2,0,21.2,10.99,172.5,0,16
4,2,35.1,10.31,124.5,1,13
10,7,23.7,7.55,148.4,2,11
4,1,33.2,10.23,116.6,1,15
10,1,17.4,9.63,157.4,2,16
5,1,13.5,9.38,129.3,1,5
7,3,26.2,9.47,122.3,1,4
5,2,15.5,9.75,148.9,1,13
3,0,40.1,8.67,131.0,0,10
8,3,15.8,9.28,133.5,2,11
10,4,19.7,9.49,148.4,2,12
3,2,31.3,8.66,161.0,0,12
8,3,23.3,8.26,128.6,2,9
3,1,15.9,9.43,125.2,0,9
8,1,44.3,8.14,145.5,2,16
8,1,20.0,7.43,155.8,2,13
5,1,26.4,9.09,174.3,1,17
8,2,26.3,11.24,123.6,2,12
3,0,33.7,9.45,138.6,0,17
1,0,31.7,9.71,168.5,0,11
1,0,21.4,6.94,184.5,0,9
5,2,25.4,10.03,125.1,1,17
10,3,26.2,9.61,130.2,2,18
2,0,34.0,8.7,152.6,0,8
5,0,18.7,9.72,133.4,1,14
8,2,44.1,9.7,129.8,2,20
3,3,21.9,8.23,149.9,0,6
8,3,27.9,9.9,176.0,2,15
4,1,18.7,10.94,118.8,1,10
9,2,17.6,9.23,175.0,2,14
6,2,21.0,8.46,133.5,1,8
6,0,27.6,9.29,151.9,1,9
2,0,24.7,10.53,176.8,0,11
5,1,20.2,8.03,151.5,1,6
9,1,33.6,10.19,139.1,2,19
1,0,21.7,8.69,159.4,0,11
8,2,20.8,9.79,141.5,2,10
5,0,24.9,8.82,155.4,1,11
8,0,35.9,8.82,140.9,2,15
7,4,29.7,11.33,162.2,1,13
5,1,27.2,7.81,117.1,1,9
4,4,16.5,10.08,124.7,1,5
7,4,18.9,11.58,116.8,1,9
2,2,17.8,10.32,143.9,0,12
6,1,38.5,7.9,114.4,1,9
1,1,32.2,7.96,131.2,0,4
7,2,21.1,8.6,122.8,1,12
7,1,23.5,9.69,174.6,1,13
1,0,21.4,9.77,125.2,0,12
8,2,20.9,7.97,119.3,2,10
5,2,31.7,8.45,150.0,1,9
8,3,25.7,8.53,178.7,2,9
1,0,44.6,9.28,142.7,0,11
2,0,38.0,11.88,144.2,0,18
5,1,38.5,8.38,170.8,1,10
2,0,33.4,8.33,162.6,0,9
4,1,27.6,8.14,153.5,1,12
7,6,32.8,10.26,133.4,1,9
2,0,25.2,9.45,154.1,0,5
7,2,41.0,8.42,117.8,1,13
2,0,31.2,9.06,145.5,0,8
2,1,30.1,8.55,173.6,0,9
6,2,29.0,9.86,171.0,1,14
8,2,41.9,12.72,153.7,2,17
2,0,16.5,10.16,106.4,0,9
3,0,42.7,9.39,145.5,0,14
10,4,26.5,8.7,131.4,2,7
10,4,27.6,7.89,141.6,2,7
6,0,22.0,10.38,120.0,1,8
5,3,14.8,10.32,140.1,1,9
4,1,33.2,9.49,180.3,1,12
7,0,19.7,10.96,153.0,1,7
6,3,29.3,9.53,145.5,1,7
3,1,37.1,10.43,124.6,0,12
1,0,22.6,9.86,112.2,0,17
2,1,25.9,9.29,120.4,0,7
10,1,17.6,8.35,111.4,2,16
5,0,24.9,9.33,146.5,1,8
5,1,48.6,10.51,152.7,1,21
5,1,34.2,8.89,125.7,1,18
8,3,25.9,10.03,148.0,2,12
1,0,23.1,8.2,174.4,0,10
1,0,27.7,10.44,184.2,0,11
3,1,29.0,9.88,160.4,0,11
5,0,24.6,8.06,141.5,1,13
7,1,32.2,9.23,159.8,1,12
5,1,20.4,10.62,172.0,1,12
5,1,20.3,7.99,145.5,1,8
10,4,31.0,8.21,174.6,2,9
2,2,18.7,9.42,134.1,0,5
6,2,33.8,12.06,134.3,1,12
6,3,27.9,8.69,137.9,1,11
5,0,13.4,10.09,151.4,1,8
9,2,28.9,9.81,122.8,2,24
3,1,14.5,8.79,139.3,0,8
10,6,33.5,9.69,155.5,2,19
4,1,26.0,8.96,149.4,1,14
6,3,42.8,9.07,152.6,1,19
6,2,36.6,7.51,138.5,1,13
9,2,19.5,9.47,158.9,2,9
5,0,11.8,10.58,166.1,1,6
3,0,22.0,9.57,164.9,0,14
1,1,18.2,10.81,153.6,0,10
4,1,42.6,10.2,163.8,1,16
9,1,27.9,9.43,162.4,2,8
1,0,35.5,8.75,198.5,0,14
9,0,25.7,8.92,169.4,2,25
6,0,26.6,7.74,143.2,1,10
2,2,27.7,9.18,126.8,0,12
4,1,36.9,9.68,139.8,1,8
6,1,30.5,11.56,138.4,1,16
4,1,19.5,10.13,155.2,1,13
2,1,41.0,8.46,131.0,0,8
7,1,25.7,7.77,168.8,1,12
7,1,24.4,9.25,117.2,1,14
2,0,10.0,10.47,112.3,0,10
3,0,33.1,9.24,142.3,0,16
3,0,28.8,10.15,128.1,0,12
7,3,28.8,9.28,119.8,1,9
8,0,27.6,10.36,132.3,2,16
8,1,23.4,7.58,129.8,2,15
10,3,25.0,11.43,145.2,2,13
8,3,31.7,8.17,132.6,2,18
4,1,33.1,10.45,134.2,1,11
2,0,26.2,9.17,144.9,0,13
7,4,35.6,9.36,165.3,1,8
10,1,27.4,9.21,174.4,2,19
10,3,24.0,9.81,148.0,2,17
3,2,29.6,10.05,149.5,0,11
3,0,17.1,10.77,141.3,0,8
1,0,29.9,11.19,154.6,0,19
2,1,15.7,9.9,152.8,0,18
6,3,27.6,11.56,171.5,1,11
6,2,11.9,9.61,107.2,1,7
4,1,27.6,10.79,140.3,1,16
4,2,40.9,10.01,151.8,1,17
9,3,27.1,8.84,144.5,2,13
5,2,33.1,9.72,145.5,1,11
9,2,46.8,9.49,119.0,2,17
10,3,31.2,9.46,161.1,2,14
4,2,21.9,10.0,129.9,1,6
3,0,23.0,10.54,109.9,0,13
10,0,28.0,9.47,162.1,2,12
7,0,22.9,5.97,154.2,1,5
3,2,23.5,11.51,142.7,0,10
7,1,35.9,9.14,126.7,1,11
6,2,36.2,8.51,142.7,1,17
10,0,14.8,8.15,169.3,2,14
3,2,21.5,9.1,112.7,0,8
10,1,27.6,8.82,113.7,2,13
10,6,32.8,8.62,132.4,2,12
2,1,37.1,8.68,144.5,0,16
2,0,49.6,10.14,135.1,0,12
6,4,24.3,11.94,157.9,1,4
1,0,27.6,10.48,166.8,0,11
3,0,32.7,10.85,150.6,0,19
5,1,22.5,9.05,156.2,1,13
10,2,26.9,9.63,150.4,2,17
10,2,24.7,9.49,145.2,2,13
2,2,10.0,8.71,119.1,0,6
9,6,29.0,8.99,124.4,2,19
1,0,26.5,10.53,118.0,0,11
8,6,38.2,10.81,145.5,2,20
9,2,28.0,9.58,149.6,2,19
9,1,18.0,8.07,116.0,2,17
3,0,27.6,9.15,146.5,0,14
9,6,11.3,7.77,127.5,2,8
2,0,18.3,9.59,123.6,0,8
6,1,33.1,9.49,132.5,1,8
5,1,26.0,9.18,122.6,1,6
4,2,35.4,9.79,157.1,1,7
1,0,12.3,10.0,141.6,0,12
8,3,26.1,9.81,161.3,2,20
4,1,24.2,8.06,136.1,1,15
7,4,35.6,9.2,136.9,1,14
5,0,33.4,9.99,182.5,1,17
4,0,27.6,11.39,112.5,1,13
9,3,40.3,9.17,170.7,2,21
1,0,25.1,10.16,178.1,0,14
8,1,38.7,10.55,160.3,2,20
8,4,19.6,9.26,138.4,2,13
4,2,19.4,10.88,173.5,1,7
3,0,34.0,10.94,138.6,0,16
1,2,16.0,11.16,130.9,0,4
10,3,32.6,10.05,137.2,2,17
10,0,28.8,12.33,133.6,2,18
3,3,36.6,8.76,126.1,0,17
1,0,27.5,12.05,167.2,0,10
2,2,28.4,10.42,129.5,0,7
1,0,32.1,11.11,144.4,0,13
9,2,22.7,9.12,116.1,2,20
9,1,22.4,10.51,145.6,2,10
2,1,31.8,9.49,121.9,0,21
8,2,27.8,8.2,121.4,2,16
2,0,24.7,9.3,142.8,0,9
4,1,27.3,6.93,145.5,1,4
6,2,27.6,9.29,153.8,1,11
8,7,24.5,9.49,155.2,2,13
9,4,24.2,9.24,142.4,2,15
1,0,14.3,13.01,138.3,0,17
2,0,27.7,11.56,160.8,0,19
3,1,33.3,7.77,133.7,0,9
4,0,34.7,9.49,161.7,1,7
10,3,27.6,10.46,169.7,2,25
8,2,35.6,9.09,128.2,2,18
4,3,33.8,9.71,131.1,1,8
10,1,36.9,9.83,134.1,2,24
5,1,35.9,7.88,115.7,1,10
6,0,40.6,8.26,135.6,1,19
5,3,26.6,9.71,171.0,1,11
2,1,17.4,9.62,124.1,0,11
10,0,33.3,8.65,171.5,2,16
1,0,34.2,8.55,136.3,0,11
2,2,40.6,9.39,187.3,0,15
3,2,38.3,10.56,131.4,0,12
3,1,43.6,9.41,142.1,0,19
2,2,33.0,11.45,126.8,0,10
1,1,29.8,8.67,131.2,0,14
7,1,16.9,9.73,171.8,1,9
10,1,30.5,9.07,154.5,2,8
2,0,23.6,10.21,165.6,0,10
3,0,29.7,8.56,118.7,0,16
6,1,28.4,11.81,158.1,1,12
10,4,31.8,7.47,125.6,2,7
7,2,27.2,11.56,118.3,1,23
8,5,35.5,9.61,149.8,2,17
6,1,10.0,10.16,149.6,1,15
5,0,29.5,11.1,146.1,1,12
2,1,27.6,10.53,159.4,0,15
9,5,43.0,8.62,162.5,2,10
9,2,33.9,10.22,174.4,2,12
1,1,41.5,11.74,121.2,0,12
8,6,29.4,8.44,175.0,2,13
1,0,28.0,12.04,182.6,0,17
8,2,32.2,9.96,137.7,2,15
9,1,28.0,8.98,145.5,2,11
2,2,21.7,9.49,117.3,0,13
5,1,23.9,9.23,135.8,1,8
2,0,19.1,7.15,185.3,0,11
6,1,32.2,9.0,145.3,1,8
10,7,28.1,9.18,145.5,2,8
1,0,25.1,8.21,131.3,0,14
4,3,23.5,10.4,118.5,1,9
10,5,32.0,9.24,162.5,2,16
4,0,34.2,8.74,143.2,1,13
2,1,19.0,9.11,187.0,0,9
5,1,17.7,9.93,157.6,1,9
6,3,35.6,9.59,161.6,1,9
7,3,17.0,8.66,140.2,1,10
4,1,32.4,9.65,123.2,1,22
10,5,40.9,9.44,127.5,2,19
6,2,41.0,8.13,117.6,1,7
3,1,33.9,9.15,163.2,0,17
10,3,33.7,10.2,145.5,2,12
10,6,46.0,10.19,145.5,2,19
5,1,10.0,9.22,147.7,1,10
1,0,24.3,10.31,139.1,0,10
6,3,34.8,8.32,121.6,1,7
6,4,25.3,8.36,151.0,1,10
2,0,37.9,9.2,140.6,0,13
7,3,27.7,11.3,163.0,1,9
9,2,29.1,9.7,130.7,2,17
2,0,25.8,9.17,157.3,0,15
8,1,23.8,11.35,177.8,2,19
2,1,23.6,9.16,150.5,0,10
8,3,30.2,12.18,160.7,2,18
5,2,21.8,8.89,156.4,1,5
1,0,35.6,9.49,183.0,0,8
10,1,33.2,9.3,152.4,2,11
2,0,36.8,9.2,159.0,0,15
6,2,19.0,8.53,144.3,1,3
2,0,14.4,12.62,129.5,0,12
10,3,28.0,9.88,120.8,2,14
8,1,51.2,10.06,170.3,2,28
9,2,38.1,8.95,124.8,2,19
5,1,23.6,8.81,159.9,1,10
5,0,31.4,9.49,153.3,1,13
7,1,33.8,7.49,163.4,1,9
8,3,17.1,8.13,134.7,2,9
9,8,39.0,9.49,129.2,2,18
1,0,26.7,11.12,152.6,0,12
7,0,27.3,9.05,139.2,1,13
2,1,28.2,10.0,120.4,0,12
3,3,37.2,9.53,183.8,0,11
9,2,22.0,11.06,129.2,2,13
3,1,14.3,9.49,125.1,0,7
8,2,30.6,10.38,140.2,2,20
5,0,11.7,9.49,170.1,1,10
3,0,25.6,10.61,101.7,0,10
4,0,37.5,9.49,168.4,1,14
6,2,32.6,9.53,126.8,1,9
8,5,36.3,9.38,150.3,2,25
7,0,33.0,8.3,131.5,1,10
10,7,47.3,7.96,184.8,2,17
9,2,23.3,8.8,147.5,2,11
8,1,31.2,9.66,145.5,2,19
7,1,24.5,8.59,139.0,1,13
3,1,27.6,9.1,146.8,0,11
5,0,27.5,7.24,148.6,1,15
2,0,41.8,9.06,153.8,0,15
4,2,23.8,10.73,145.0,1,15
10,0,39.3,10.35,117.5,2,18
5,1,32.7,9.4,138.2,1,6
2,1,27.7,9.79,157.1,0,12
7,3,32.3,8.51,131.6,1,11
10,6,30.1,9.49,158.5,2,16
9,2,30.8,11.98,145.6,2,15
3,2,26.3,9.7,140.6,0,15
5,1,22.4,12.61,168.9,1,16
6,1,25.3,8.68,110.2,1,9
3,1,14.5,8.0,131.5,0,8
3,1,34.7,8.65,169.6,0,18
3,0,18.1,9.24,181.6,0,8
10,2,26.3,12.27,190.7,2,13
8,3,33.2,9.16,146.0,2,12
9,5,34.7,8.47,145.5,2,18
9,4,13.8,8.42,161.3,2,6
10,1,27.3,10.87,170.5,2,10
2,0,31.7,10.7,151.3,0,15
9,3,28.4,8.92,145.5,2,13
1,0,38.8,7.25,154.2,0,13
5,1,21.4,8.15,155.4,1,12
6,1,11.6,11.57,126.6,1,9
4,0,34.5,10.33,138.4,1,9
2,0,23.7,9.58,145.5,0,9
2,0,13.9,11.74,121.2,0,15
9,1,26.7,11.85,112.0,2,29
4,0,37.8,9.46,136.5,1,9
4,0,17.9,9.48,145.5,1,14
10,3,46.7,8.8,147.1,2,15
2,0,21.3,9.16,156.1,0,7
10,2,28.7,7.72,148.8,2,17
10,5,18.2,7.71,139.9,2,10
6,2,27.6,7.43,126.7,1,10
2,0,26.9,10.8,162.5,0,15
2,0,16.1,7.63,143.0,0,4
3,1,50.6,11.84,136.3,0,15
6,4,24.0,8.62,141.3,1,4
2,1,24.0,11.58,130.3,0,9
5,1,35.8,9.06,145.5,1,9
2,0,42.5,7.62,133.8,0,11
6,2,37.0,11.04,139.3,1,10
1,0,18.4,11.18,158.1,0,10
8,1,29.7,8.41,153.1,2,13
1,0,12.9,9.1,175.9,0,10
2,1,35.2,9.49,169.2,0,13
2,0,14.9,9.36,184.1,0,11
9,1,21.6,9.63,156.2,2,9
1,0,28.0,9.08,155.9,0,9
5,2,31.6,7.32,135.3,1,7
6,2,25.9,8.8,161.5,1,9
6,3,40.2,9.49,131.9,1,17
7,1,33.8,9.25,115.6,1,8
9,1,33.2,9.11,145.5,2,18
4,1,27.6,8.38,120.0,1,13
9,2,41.6,8.77,153.8,2,18
4,1,21.6,11.19,127.4,1,15
10,5,27.6,8.13,167.5,2,23
6,2,44.2,10.36,170.3,1,20
8,1,32.1,9.56,155.6,2,17
9,4,36.3,9.79,169.9,2,10
8,2,10.0,9.49,145.1,2,19
9,2,26.4,9.08,189.7,2,13
6,1,36.8,9.49,159.9,1,7
1,0,35.4,8.88,127.0,0,10
5,0,27.6,9.9,146.4,1,11
2,1,27.6,10.05,141.9,0,12
9,6,10.0,12.11,140.0,2,16
3,0,31.3,9.83,111.9,0,13
3,1,12.9,7.21,152.7,0,8
3,0,37.0,10.9,117.3,0,16
7,0,37.5,9.26,94.5,1,12
6,1,24.2,11.91,138.1,1,15
10,5,32.2,11.27,129.9,2,13
5,2,26.3,8.89,127.8,1,11
3,1,29.9,10.37,82.9,0,14
1,1,18.8,8.79,128.0,0,15
1,0,33.0,9.5,141.5,0,10
4,1,14.9,10.31,132.3,1,14
10,3,13.4,10.84,152.7,2,16
6,3,27.0,10.57,172.9,1,9
9,4,26.3,9.59,155.3,2,15
2,0,30.2,12.48,165.5,0,21
1,0,22.8,9.06,167.2,0,10
9,4,43.1,7.57,124.6,2,9
2,0,27.6,7.8,153.8,0,11
1,0,27.6,11.27,164.9,0,18
5,2,29.6,9.41,136.3,1,4
10,2,36.0,9.69,129.2,2,22
7,3,27.6,8.85,155.6,1,13
1,0,27.6,9.49,115.4,0,17
9,2,33.9,8.56,123.2,2,14
9,7,13.4,10.07,131.7,2,9
9,2,13.7,9.38,154.0,2,9
10,5,27.4,10.02,149.4,2,20
3,0,26.4,9.91,165.6,0,6
10,3,32.6,8.99,126.6,2,13
4,2,28.2,9.49,125.5,1,14
9,2,32.7,9.49,155.5,2,17
6,1,18.0,13.13,129.0,1,13
8,7,27.9,11.27,132.9,2,16
7,1,17.3,11.11,107.9,1,10
7,0,31.1,8.69,150.8,1,8
7,4,13.0,9.51,175.8,1,5
8,7,30.8,8.52,124.4,2,12
8,0,16.2,7.93,165.4,2,14
2,0,24.9,8.79,143.8,0,8
9,2,35.2,11.09,145.5,2,15
6,3,29.8,10.51,127.1,1,14
4,2,14.8,8.34,125.9,1,8
6,1,22.6,9.12,138.7,1,14
10,4,16.0,10.4,153.4,2,12
9,2,14.4,8.81,182.0,2,16
9,2,28.9,9.6,116.4,2,21
5,0,32.5,9.98,135.3,1,16
8,2,31.5,9.97,127.1,2,9
4,0,32.8,9.8,119.6,1,13
7,1,27.9,8.72,146.9,1,15
7,1,25.8,8.84,145.0,1,11
3,1,19.4,8.14,108.7,0,7
3,1,24.5,7.63,145.4,0,10
1,0,17.4,9.36,120.9,0,6
2,2,21.2,10.48,145.2,0,14
5,0,28.7,7.84,170.4,1,11
5,2,27.1,9.83,154.3,1,11
2,0,52.5,10.44,145.5,0,24
5,1,17.2,7.3,134.4,1,8
7,5,27.0,9.18,145.5,1,5
3,0,16.6,11.48,156.3,0,15
4,1,24.9,10.16,154.3,1,8
4,0,25.2,7.26,143.0,1,7
6,1,34.8,10.29,145.5,1,11
4,0,24.4,8.6,118.7,1,7
8,0,26.5,10.33,130.3,2,13
4,1,24.6,8.67,159.2,1,10
5,2,16.8,9.44,161.8,1,12
4,2,22.8,9.49,146.9,1,7
2,0,24.9,9.5,174.6,0,11
7,1,28.6,8.82,155.2,1,9
3,2,32.5,9.23,140.3,0,10
3,3,26.1,8.09,120.6,0,10
8,2,26.0,10.09,173.8,2,19
10,4,14.2,9.71,160.4,2,10
7,0,32.3,7.56,145.5,1,16
10,3,22.4,9.49,188.3,2,18
9,1,34.0,9.49,119.3,2,15
5,0,38.5,9.69,119.3,1,15
8,4,26.5,10.42,87.7,2,7
4,0,19.8,9.89,163.4,1,12
5,0,27.9,10.9,158.1,1,18
6,6,30.8,9.15,147.0,1,14
10,0,25.5,10.74,120.5,2,13
9,0,23.5,9.65,143.2,2,19
5,0,32.5,10.11,148.7,1,16
7,0,32.0,9.98,160.7,1,12
3,0,25.2,10.99,150.5,0,19
9,3,14.8,10.37,158.3,2,14
6,2,31.7,8.97,142.5,1,9
6,1,21.9,9.49,168.6,1,11
8,4,29.7,9.44,157.6,2,14
7,2,29.2,8.59,121.3,1,8
1,0,12.9,8.24,172.8,0,10
3,1,28.6,9.49,169.5,0,13
2,0,32.1,9.49,145.5,0,12
8,1,33.1,11.88,150.6,2,14
1,0,28.9,8.71,178.2,0,9
3,0,27.6,11.78,145.5,0,8
6,2,38.2,9.98,169.8,1,17
7,4,31.3,9.44,135.5,1,6
6,0,18.4,7.7,166.9,1,6
9,4,21.7,9.51,147.4,2,14
10,4,29.8,11.77,120.1,2,16
2,1,33.4,11.37,135.1,0,17
10,2,24.1,9.83,165.4,2,22
7,0,34.6,8.12,140.8,1,13
7,1,13.7,8.35,145.5,1,11
1,0,19.7,8.48,132.4,0,8
7,1,11.5,11.03,145.5,1,11
8,3,20.8,11.46,180.0,2,18
6,5,40.1,9.74,102.2,1,15
1,0,27.6,9.14,201.0,0,16
6,2,29.9,11.36,149.1,1,14
10,1,22.9,8.33,156.6,2,8
8,1,26.2,9.56,136.3,2,15
2,0,31.8,10.06,144.9,0,17
10,3,15.5,8.46,148.9,2,6
10,4,23.4,8.74,124.0,2,16
2,0,39.5,8.64,128.9,0,19
9,4,19.6,11.2,168.7,2,9
5,2,22.0,11.8,114.0,1,9
6,2,28.1,9.64,153.8,1,7
5,0,30.3,9.18,137.6,1,6
8,0,23.0,8.78,125.8,2,17
10,1,28.6,9.5,145.5,2,14
8,4,32.9,8.84,125.9,2,15
10,1,43.7,9.49,122.4,2,19
10,1,27.0,9.49,141.3,2,23
1,0,27.7,9.01,129.6,0,11
