overs_played,wickets_lost,avg_batting_avg,avg_bowling_avg,avg_strike_rate,avg_economy,powerplay_runs,middle_overs_runs,total_innings_runs,team_batting_avg,team_bowling_avg,total_run_avg,overs_batted
5,4,26.4,23.9,139.8,8.33,18,25,30,13.1,26.7,6.0,5
10,6,28.5,26.0,124.7,9.28,18,25,81,17.1,22.4,8.1,10
9,5,15.9,25.4,150.4,11.06,18,25,69,13.2,23.1,7.67,9
9,3,34.4,20.5,162.5,10.0,18,25,94,34.2,20.6,10.44,9
8,6,27.7,16.4,128.8,9.7,18,25,62,21.4,12.0,7.75,8
7,7,23.9,23.1,151.2,8.32,18,25,49,12.3,24.9,7.0,7
5,2,32.9,18.1,138.8,8.15,18,25,54,28.8,12.0,10.8,5
10,3,27.9,27.7,130.1,7.77,18,25,62,24.6,30.4,6.2,10
8,10,37.3,26.9,136.6,10.02,18,25,46,16.6,29.7,5.75,8
9,6,25.9,15.0,145.4,10.4,18,25,94,19.3,15.5,10.44,9
9,6,25.7,24.0,130.2,9.78,18,25,73,12.0,23.6,8.11,9
10,5,27.3,26.8,141.8,10.39,18,25,83,19.4,22.6,8.3,10
9,2,25.2,15.5,119.7,10.68,18,25,101,42.8,13.8,11.22,9
8,2,34.7,15.0,160.0,8.0,18,25,83,38.9,12.0,10.38,8
8,2,40.6,28.2,118.6,7.12,18,25,69,42.8,28.0,8.62,8
9,8,24.0,15.0,152.7,9.85,18,25,62,15.6,19.3,6.89,9
9,5,27.8,18.8,156.0,9.05,18,25,75,22.6,19.0,8.33,9
8,3,29.9,21.8,154.3,10.31,18,25,80,28.0,18.3,10.0,8
9,7,32.3,29.7,188.5,8.8,18,25,70,19.0,32.0,7.78,9
7,3,25.7,16.5,139.4,8.7,18,25,68,24.2,12.0,9.71,7
9,6,35.7,20.8,152.5,11.16,18,25,76,24.6,18.9,8.44,9
8,2,25.2,15.2,163.1,9.79,18,25,72,36.3,23.8,9.0,8
10,0,22.5,22.9,149.6,10.47,18,25,96,73.3,25.4,9.6,10
3,5,39.1,15.0,146.0,10.39,18,25,30,14.0,25.7,10.0,3
5,4,28.0,19.6,121.9,8.1,18,25,30,20.0,19.0,6.0,5
6,3,35.5,18.2,137.0,8.16,18,25,47,19.9,20.9,7.83,6
9,1,17.2,19.0,150.6,9.57,18,25,83,54.7,22.3,9.22,9
8,4,15.5,20.3,159.2,9.18,18,25,65,11.5,22.3,8.12,8
8,10,32.3,25.8,141.0,8.69,18,25,59,17.4,28.0,7.38,8
10,6,23.7,15.6,141.7,9.07,18,25,73,14.4,16.0,7.3,10
7,4,32.9,27.3,141.8,9.51,18,25,73,27.9,23.5,10.43,7
10,0,27.5,17.4,128.2,10.56,18,25,96,67.5,12.0,9.6,10
7,3,23.3,21.5,142.9,10.51,18,25,39,17.4,14.1,5.57,7
9,1,30.1,23.4,154.6,9.92,18,25,90,65.4,20.9,10.0,9
9,7,34.9,25.2,146.5,8.48,18,25,94,23.1,23.8,10.44,9
10,1,35.0,20.9,155.3,9.37,18,25,121,80.0,19.3,12.1,10
7,8,39.2,15.0,138.9,8.99,18,25,43,22.4,16.3,6.14,7
6,9,31.6,15.6,139.3,9.97,18,25,30,14.4,20.6,5.0,6
9,3,22.7,18.7,149.9,7.39,18,25,85,27.2,18.6,9.44,9
7,4,22.4,21.9,151.3,10.74,18,25,53,12.7,21.6,7.57,7
8,4,29.3,18.5,157.7,8.63,18,25,75,23.6,18.3,9.38,8
6,5,32.9,22.1,133.5,7.86,18,25,46,17.5,23.7,7.67,6
9,3,25.9,32.9,135.7,10.87,18,25,90,26.3,36.7,10.0,9
5,6,15.8,26.1,138.1,10.09,18,25,30,10.0,29.9,6.0,5
9,3,28.2,20.0,122.5,10.71,18,25,65,26.3,21.5,7.22,9
8,3,27.6,21.2,142.6,10.03,18,25,76,22.0,19.1,9.5,8
10,1,25.4,24.6,134.0,9.58,18,25,74,52.0,19.6,7.4,10
10,4,16.7,26.8,141.2,8.56,18,25,73,21.8,32.3,7.3,10
6,7,33.5,28.9,159.8,9.7,18,25,60,15.4,28.8,10.0,6
8,8,28.4,18.7,139.8,9.55,18,25,81,10.0,25.0,10.12,8
7,3,22.4,29.8,126.0,7.54,18,25,54,22.7,31.1,7.71,7
8,4,24.4,15.8,168.8,9.79,18,25,109,32.0,18.4,13.62,8
8,7,19.2,15.0,154.1,8.82,18,25,65,13.6,16.0,8.12,8
9,2,30.4,21.4,123.3,9.75,18,25,101,38.1,23.8,11.22,9
10,2,30.7,20.0,128.9,9.57,18,25,110,46.6,25.9,11.0,10
6,2,27.4,18.9,137.1,7.64,18,25,53,27.5,21.2,8.83,6
6,7,30.4,15.0,145.0,10.19,18,25,44,14.1,18.3,7.33,6
10,8,21.7,30.6,135.1,7.84,18,25,67,10.0,37.8,6.7,10
9,2,19.4,27.7,134.1,9.73,18,25,67,26.2,29.6,7.44,9
8,5,28.6,22.7,150.8,8.84,18,25,73,19.1,19.6,9.12,8
10,9,30.8,27.5,136.6,10.3,18,25,66,12.1,30.9,6.6,10
7,8,24.9,30.7,106.3,9.88,18,25,62,16.9,32.9,8.86,7
7,6,27.3,27.3,155.5,9.23,18,25,43,14.6,25.0,6.14,7
9,7,30.5,16.8,143.1,9.73,18,25,97,14.6,21.9,10.78,9
4,8,37.7,16.5,122.0,10.94,18,25,33,20.0,18.6,8.25,4
5,6,18.8,15.2,162.6,9.3,18,25,30,12.7,12.0,6.0,5
6,10,16.1,29.2,168.5,9.02,18,25,30,10.0,40.6,5.0,6
9,3,19.4,20.3,119.8,10.73,18,25,49,15.0,17.4,5.44,9
7,6,18.6,16.3,152.8,9.65,18,25,63,10.9,13.3,9.0,7
7,5,33.8,23.5,140.8,9.82,18,25,57,22.9,24.5,8.14,7
8,3,28.9,17.0,117.2,9.65,18,25,88,28.1,17.6,11.0,8
8,10,29.1,20.5,146.8,8.43,18,25,41,10.5,16.7,5.12,8
8,5,38.9,17.3,137.0,10.85,18,25,55,21.6,17.3,6.88,8
8,5,22.1,26.6,177.9,11.24,18,25,67,12.8,25.7,8.38,8
7,3,35.0,20.6,130.2,8.24,18,25,73,24.8,23.4,10.43,7
8,9,34.2,22.2,130.2,10.77,18,25,34,19.2,17.6,4.25,8
8,2,29.3,34.5,153.2,9.22,18,25,62,27.3,36.9,7.75,8
6,4,39.1,21.5,139.6,9.09,18,25,54,23.9,29.3,9.0,6
10,5,25.0,30.0,104.0,8.53,18,25,57,15.4,31.5,5.7,10
10,3,30.2,24.3,136.3,8.73,18,25,83,31.0,27.8,8.3,10
9,7,33.3,16.0,124.3,10.14,18,25,69,16.0,18.0,7.67,9
7,3,18.7,30.4,147.1,10.55,18,25,75,20.5,26.4,10.71,7
9,9,31.7,19.6,152.7,8.55,18,25,44,16.1,20.4,4.89,9
5,7,22.7,16.9,137.6,10.64,18,25,43,11.9,18.1,8.6,5
8,3,40.3,24.4,127.3,9.98,18,25,42,22.7,25.4,5.25,8
8,3,25.2,25.8,138.1,8.98,18,25,67,24.3,32.5,8.38,8
7,3,28.0,25.1,134.1,8.6,18,25,67,21.6,22.7,9.57,7
8,5,31.9,20.9,144.0,9.42,18,25,65,19.3,22.4,8.12,8
7,3,38.0,24.6,121.9,8.22,18,25,61,20.5,16.1,8.71,7
8,5,32.9,21.4,135.1,9.08,18,25,103,22.0,16.5,12.88,8
4,4,26.6,18.3,132.7,10.33,18,25,41,22.3,22.5,10.25,4
6,4,25.9,21.2,143.0,9.95,18,25,61,16.1,23.3,10.17,6
7,6,29.6,20.9,156.8,11.1,18,25,53,15.2,21.5,7.57,7
7,3,36.0,27.5,141.7,10.01,18,25,68,25.3,33.8,9.71,7
8,5,40.2,21.8,105.8,8.51,18,25,93,24.1,17.3,11.62,8
9,6,35.6,23.7,158.8,10.25,18,25,101,29.2,27.1,11.22,9
6,6,27.5,28.7,134.6,8.13,18,25,37,17.3,32.0,6.17,6
10,7,25.1,28.7,148.4,8.75,18,25,81,13.7,25.0,8.1,10
7,8,33.3,20.9,158.8,9.02,18,25,54,14.8,12.1,7.71,7
8,2,29.3,19.3,154.6,9.51,18,25,65,30.1,16.9,8.12,8
6,1,38.0,17.3,163.1,7.15,18,25,80,62.9,14.8,13.33,6
6,6,28.6,23.3,151.5,9.25,18,25,46,12.2,22.1,7.67,6
8,5,27.8,17.9,130.9,9.51,18,25,41,13.1,15.6,5.12,8
7,4,25.1,21.7,149.3,7.92,18,25,47,15.7,18.0,6.71,7
8,4,27.9,27.4,139.3,10.79,18,25,59,18.3,28.8,7.38,8
10,5,36.7,21.4,132.6,9.7,18,25,83,25.7,27.6,8.3,10
9,2,23.1,20.5,139.6,10.51,18,25,97,39.8,26.8,10.78,9
8,1,20.1,19.1,124.8,8.58,18,25,88,58.0,20.0,11.0,8
9,3,23.2,15.0,134.5,8.97,18,25,60,22.9,13.9,6.67,9
8,4,34.1,21.0,141.2,9.08,18,25,79,21.9,25.4,9.88,8
7,2,19.9,18.1,148.0,11.61,18,25,52,25.3,15.7,7.43,7
7,6,15.0,20.3,149.5,9.7,18,25,48,14.2,16.6,6.86,7
7,3,30.6,22.2,141.0,10.46,18,25,69,25.5,19.6,9.86,7
3,4,19.9,19.6,128.3,8.81,18,25,30,11.9,23.1,10.0,3
8,4,23.8,24.2,124.1,8.26,18,25,74,21.1,25.7,9.25,8
10,4,26.3,23.5,125.5,9.82,18,25,86,23.9,23.8,8.6,10
10,8,32.4,20.0,150.2,10.38,18,25,92,18.8,22.5,9.2,10
9,4,29.0,24.6,156.7,8.72,18,25,93,29.0,23.2,10.33,9
5,10,31.6,20.9,154.1,9.1,18,25,44,18.7,18.1,8.8,5
9,7,34.8,20.5,154.2,9.58,18,25,82,22.3,18.9,9.11,9
10,5,27.1,25.3,168.5,9.02,18,25,105,21.4,26.6,10.5,10
9,5,30.0,21.2,140.5,12.94,18,25,65,17.3,26.7,7.22,9
5,4,29.2,29.4,166.3,9.88,18,25,54,19.0,35.5,10.8,5
7,3,15.0,24.4,127.5,9.4,18,25,56,20.0,25.5,8.0,7
9,3,23.2,16.1,132.6,10.13,18,25,85,25.0,12.0,9.44,9
7,3,23.0,15.0,156.5,8.79,18,25,58,18.8,15.4,8.29,7
6,6,37.8,26.3,125.1,6.93,18,25,47,15.5,26.4,7.83,6
10,3,23.4,18.5,153.8,9.27,18,25,94,28.1,18.8,9.4,10
6,4,17.5,24.4,146.6,9.56,18,25,53,12.5,23.0,8.83,6
6,5,28.2,19.2,147.8,9.49,18,25,53,21.0,20.5,8.83,6
8,3,33.2,24.0,131.9,10.45,18,25,83,35.4,24.2,10.38,8
8,4,30.1,27.5,134.5,8.79,18,25,79,24.7,32.5,9.88,8
9,5,19.8,26.0,138.6,8.26,18,25,62,14.9,29.0,6.89,9
10,4,22.5,22.2,158.3,10.87,18,25,74,19.0,24.6,7.4,10
6,3,29.7,28.7,113.8,8.52,18,25,41,15.6,35.0,6.83,6
7,4,27.9,24.4,127.3,9.13,18,25,51,22.0,30.5,7.29,7
6,3,30.6,19.8,147.7,10.37,18,25,46,23.4,12.0,7.67,6
8,2,25.0,24.6,167.8,9.73,18,25,82,31.8,29.8,10.25,8
7,10,29.7,16.4,175.9,9.23,18,25,73,17.3,16.6,10.43,7
10,1,22.9,19.9,129.3,10.05,18,25,120,80.0,30.3,12.0,10
10,3,26.0,17.6,136.0,11.02,18,25,87,27.9,17.7,8.7,10
10,2,32.7,24.7,135.0,9.38,18,25,101,42.4,23.6,10.1,10
8,2,17.2,19.4,138.8,10.12,18,25,70,28.0,22.1,8.75,8
6,3,31.9,15.7,127.7,10.41,18,25,45,19.0,23.4,7.5,6
6,4,35.2,20.0,159.6,9.89,18,25,66,19.9,19.6,11.0,6
8,4,23.6,18.8,138.6,8.74,18,25,84,25.5,23.1,10.5,8
8,6,27.9,17.8,135.7,8.52,18,25,76,14.9,19.3,9.5,8
6,7,24.0,22.6,150.7,9.53,18,25,41,19.4,24.9,6.83,6
7,3,28.8,22.7,134.4,8.77,18,25,56,19.9,17.2,8.0,7
10,5,33.1,29.6,152.8,8.41,18,25,98,27.0,34.9,9.8,10
10,5,25.6,17.2,157.5,11.58,18,25,108,26.3,22.0,10.8,10
8,9,24.6,24.7,138.4,11.26,18,25,50,13.4,22.5,6.25,8
8,1,27.4,28.8,129.6,10.18,18,25,90,66.5,36.1,11.25,8
7,5,27.3,15.0,141.6,10.17,18,25,70,20.8,16.9,10.0,7
6,7,28.3,19.4,135.7,9.18,18,25,30,10.0,20.4,5.0,6
8,3,22.8,19.0,180.6,8.79,18,25,83,18.8,18.7,10.38,8
9,2,27.7,25.8,153.5,9.96,18,25,89,36.9,25.0,9.89,9
9,5,18.3,23.3,142.8,9.93,18,25,65,17.4,26.4,7.22,9
6,2,25.3,20.5,147.3,11.0,18,25,77,25.9,13.5,12.83,6
8,0,27.6,29.7,159.2,7.98,18,25,97,70.5,25.2,12.12,8
6,2,23.9,24.1,163.0,8.55,18,25,74,36.3,29.0,12.33,6
7,1,27.9,39.7,153.5,9.03,18,25,41,34.3,34.4,5.86,7
8,3,24.5,26.3,157.9,9.15,18,25,89,20.9,29.8,11.12,8
8,3,36.1,23.2,161.1,10.77,18,25,91,28.7,22.3,11.38,8
9,4,29.9,15.0,155.2,9.28,18,25,98,28.8,12.0,10.89,9
10,4,32.8,22.5,153.8,9.77,18,25,89,22.5,23.5,8.9,10
10,1,36.2,15.0,114.4,9.74,18,25,96,71.9,17.8,9.6,10
8,4,26.0,22.9,159.2,10.05,18,25,69,18.8,19.3,8.62,8
7,7,27.3,18.8,147.9,12.54,18,25,56,12.5,18.1,8.0,7
10,4,15.0,28.2,132.2,8.72,18,25,77,21.7,29.2,7.7,10
9,1,31.0,15.0,139.2,9.93,18,25,105,75.3,12.0,11.67,9
9,0,34.0,30.7,160.1,11.59,18,25,81,67.7,34.7,9.0,9
9,3,37.8,19.2,150.4,9.51,18,25,119,42.4,15.6,13.22,9
5,7,27.0,15.8,144.9,11.17,18,25,39,14.0,22.5,7.8,5
7,1,36.3,23.1,147.9,10.28,18,25,73,58.2,14.6,10.43,7
10,3,24.8,26.8,171.3,9.84,18,25,107,35.0,33.9,10.7,10
9,3,29.5,20.1,157.6,8.82,18,25,89,33.1,18.7,9.89,9
6,2,40.5,17.1,143.1,8.31,18,25,70,37.1,17.5,11.67,6
7,2,26.1,21.9,137.7,9.38,18,25,56,27.3,17.5,8.0,7
8,6,22.6,23.1,160.8,8.07,18,25,52,16.3,26.2,6.5,8
10,10,23.8,23.6,157.1,8.99,18,25,83,14.7,23.2,8.3,10
7,4,29.3,21.7,118.1,9.56,18,25,41,17.5,25.7,5.86,7
6,2,27.4,31.9,160.5,10.5,18,25,55,29.4,31.8,9.17,6
8,3,19.9,27.0,151.5,8.71,18,25,75,20.0,27.9,9.38,8
10,1,27.7,23.6,148.8,8.51,18,25,115,77.8,27.6,11.5,10
8,4,30.5,15.0,155.5,10.16,18,25,69,20.2,16.7,8.62,8
7,7,19.3,16.0,112.6,8.72,18,25,31,10.0,12.0,4.43,7
7,1,19.0,23.6,160.2,9.58,18,25,87,65.3,23.8,12.43,7
10,5,28.5,20.1,147.2,8.99,18,25,72,18.1,23.9,7.2,10
8,5,37.9,23.4,144.8,8.7,18,25,83,19.4,18.6,10.38,8
6,3,32.3,24.8,134.7,9.27,18,25,48,22.0,25.9,8.0,6
10,3,19.4,21.6,150.0,10.38,18,25,94,26.3,24.4,9.4,10
4,7,34.7,27.1,158.5,10.18,18,25,44,16.9,29.9,11.0,4
8,1,29.1,25.5,138.2,9.41,18,25,80,59.7,26.5,10.0,8
9,4,31.9,22.5,140.2,8.97,18,25,70,24.9,28.7,7.78,9
6,2,31.5,29.6,147.2,8.25,18,25,48,28.5,31.5,8.0,6
10,3,22.4,26.1,124.5,9.26,18,25,116,34.5,24.2,11.6,10
5,3,21.9,27.5,139.5,9.08,18,25,61,21.8,29.3,12.2,5
6,5,29.4,17.5,140.6,9.68,18,25,55,20.5,16.6,9.17,6
10,1,15.1,27.7,160.2,9.73,18,25,79,54.9,28.7,7.9,10
7,2,22.5,16.6,154.1,8.97,18,25,69,30.8,20.0,9.86,7
6,5,24.5,28.9,151.5,7.67,18,25,37,12.9,34.4,6.17,6
9,3,32.9,22.3,144.7,7.78,18,25,97,27.5,27.9,10.78,9
8,4,21.7,24.3,138.9,9.52,18,25,67,17.5,25.0,8.38,8
7,4,28.8,28.1,148.4,10.77,18,25,62,19.7,23.2,8.86,7
7,2,29.3,26.4,155.6,8.62,18,25,52,26.9,21.6,7.43,7
8,5,30.1,26.2,152.6,8.22,18,25,85,17.9,29.7,10.62,8
7,9,32.3,15.0,142.5,8.91,18,25,68,20.1,14.1,9.71,7
9,9,35.4,21.4,143.2,8.9,18,25,82,18.5,19.7,9.11,9
8,2,25.0,17.9,143.9,7.65,18,25,91,33.0,15.1,11.38,8
7,3,38.4,29.9,136.3,8.83,18,25,67,27.8,29.2,9.57,7
10,4,36.5,15.0,148.7,9.86,18,25,117,35.7,12.0,11.7,10
6,6,19.2,23.4,154.6,8.59,18,25,35,10.0,18.0,5.83,6
10,7,38.5,26.2,134.1,8.4,18,25,73,22.7,24.6,7.3,10
10,3,36.2,18.7,142.2,9.2,18,25,103,37.0,20.9,10.3,10
8,4,20.6,26.9,130.1,10.23,18,25,37,21.4,32.9,4.62,8
9,2,37.4,21.3,148.4,10.7,18,25,93,47.6,23.1,10.33,9
5,7,29.7,27.6,164.2,8.27,18,25,30,13.2,29.6,6.0,5
7,1,21.9,15.0,141.6,9.93,18,25,73,51.7,12.0,10.43,7
7,10,25.3,18.2,126.0,10.55,18,25,30,10.0,24.7,4.29,7
8,4,22.5,16.8,161.0,8.04,18,25,64,17.3,19.6,8.0,8
9,3,23.3,23.9,132.7,9.42,18,25,82,30.8,16.1,9.11,9
8,5,31.5,25.5,153.7,8.5,18,25,82,24.7,23.5,10.25,8
7,2,27.8,18.5,142.2,11.31,18,25,77,30.0,13.5,11.0,7
8,3,30.3,26.4,167.6,8.06,18,25,86,27.5,26.1,10.75,8
7,2,23.3,15.0,135.8,10.51,18,25,68,28.0,21.1,9.71,7
7,8,29.5,28.8,109.5,8.41,18,25,30,11.1,32.4,4.29,7
8,5,27.1,19.5,151.7,7.73,18,25,65,14.6,17.0,8.12,8
6,2,22.8,26.6,116.1,10.51,18,25,47,26.9,33.9,7.83,6
10,7,18.4,15.0,151.4,8.95,18,25,99,16.4,17.9,9.9,10
7,4,34.0,18.6,119.8,9.53,18,25,68,23.2,21.0,9.71,7
7,4,29.9,29.4,143.4,9.9,18,25,63,25.1,20.6,9.0,7
6,7,33.7,20.8,141.1,10.06,18,25,30,11.6,12.2,5.0,6
9,3,29.0,27.3,166.9,11.38,18,25,68,31.6,24.6,7.56,9
6,7,26.6,16.5,135.7,9.73,18,25,35,12.8,16.6,5.83,6
9,7,22.6,15.0,147.2,9.38,18,25,71,18.0,18.3,7.89,9
9,3,27.6,22.3,157.5,8.8,18,25,77,33.8,23.4,8.56,9
8,3,28.2,18.6,154.3,10.72,18,25,89,28.0,18.5,11.12,8
8,3,18.0,17.1,129.5,11.26,18,25,60,22.4,16.1,7.5,8
10,5,26.6,21.9,160.4,7.84,18,25,88,22.7,19.6,8.8,10
7,2,36.8,21.3,157.0,8.89,18,25,90,36.7,17.2,12.86,7
6,6,27.4,26.9,169.1,8.17,18,25,52,12.8,27.4,8.67,6
10,1,27.9,15.9,153.2,10.19,18,25,116,80.0,18.2,11.6,10
8,7,29.5,16.2,125.3,11.74,18,25,80,22.2,16.7,10.0,8
4,7,32.3,19.6,133.3,9.69,18,25,32,17.6,18.7,8.0,4
10,5,40.5,22.9,127.8,8.71,18,25,110,28.1,26.9,11.0,10
7,6,34.0,30.7,146.6,11.18,18,25,43,17.3,31.4,6.14,7
9,7,18.9,17.7,154.6,9.04,18,25,62,11.7,13.7,6.89,9
9,3,34.2,24.9,136.9,10.42,18,25,80,28.5,24.3,8.89,9
8,6,35.7,17.2,175.5,10.16,18,25,82,22.4,17.0,10.25,8
10,6,29.8,28.4,128.8,11.29,18,25,93,19.5,28.0,9.3,10
5,3,23.0,16.9,132.2,9.28,18,25,30,10.0,18.4,6.0,5
6,7,30.3,29.5,135.2,7.59,18,25,42,19.8,36.1,7.0,6
6,0,25.2,27.9,161.2,9.51,18,25,61,47.3,31.4,10.17,6
9,3,26.5,26.7,146.3,9.92,18,25,75,25.5,31.6,8.33,9
9,3,29.9,19.7,162.1,9.05,18,25,106,32.7,18.1,11.78,9
8,6,31.3,20.5,131.3,7.72,18,25,68,18.9,17.0,8.5,8
5,6,33.1,18.9,142.8,10.24,18,25,33,16.5,26.9,6.6,5
10,3,28.5,27.2,138.8,8.36,18,25,99,30.5,26.0,9.9,10
10,3,24.2,27.8,157.4,9.73,18,25,109,36.5,17.8,10.9,10
8,8,25.8,19.7,111.2,10.58,18,25,61,16.2,17.7,7.62,8
9,3,26.4,26.9,153.5,8.73,18,25,58,24.2,21.5,6.44,9
8,4,30.1,27.2,170.3,7.61,18,25,44,16.4,31.1,5.5,8
8,2,33.3,28.1,132.8,9.98,18,25,62,30.1,35.6,7.75,8
8,5,27.8,23.9,180.5,9.6,18,25,53,14.6,21.9,6.62,8
7,8,15.0,22.9,176.5,9.7,18,25,48,10.0,21.3,6.86,7
8,4,23.8,25.0,134.5,10.16,18,25,72,17.6,23.5,9.0,8
10,4,22.1,17.9,127.8,7.49,18,25,87,22.5,20.3,8.7,10
7,5,29.7,22.8,148.4,9.44,18,25,62,17.7,18.6,8.86,7
7,5,32.9,25.3,166.3,8.62,18,25,62,21.7,28.9,8.86,7
9,4,22.0,22.6,125.2,9.29,18,25,75,18.1,28.3,8.33,9
7,8,22.9,19.9,124.1,9.73,18,25,40,17.1,22.1,5.71,7
9,7,31.2,25.2,122.8,10.24,18,25,55,14.0,24.7,6.11,9
10,4,25.6,23.1,145.1,9.58,18,25,77,23.4,25.6,7.7,10
10,6,19.1,28.9,150.8,7.7,18,25,68,18.7,22.5,6.8,10
9,2,17.7,15.2,149.7,9.1,18,25,89,32.0,14.0,9.89,9
7,1,29.2,25.9,144.8,9.45,18,25,79,59.3,23.6,11.29,7
5,4,28.9,15.0,151.3,8.09,18,25,54,24.7,16.8,10.8,5
8,8,22.1,15.7,124.4,10.2,18,25,55,14.1,20.0,6.88,8
8,3,31.1,25.0,133.2,9.5,18,25,66,29.8,28.9,8.25,8
8,6,29.6,15.0,152.9,9.28,18,25,84,20.8,12.0,10.5,8
8,7,36.3,20.4,148.3,10.92,18,25,73,24.3,18.2,9.12,8
10,4,27.4,22.1,141.8,10.61,18,25,114,30.0,31.1,11.4,10
6,9,26.0,15.0,153.6,10.15,18,25,48,15.2,18.3,8.0,6
9,3,29.6,24.7,135.2,9.8,18,25,79,23.3,28.8,8.78,9
8,6,27.2,30.6,157.6,7.83,18,25,69,16.0,26.4,8.62,8
8,7,19.2,27.3,150.5,9.07,18,25,49,19.1,21.8,6.12,8
7,3,21.5,15.0,127.9,10.05,18,25,71,24.8,21.5,10.14,7
6,8,26.8,24.7,170.5,10.19,18,25,38,14.6,27.6,6.33,6
8,6,25.1,17.8,156.9,10.0,18,25,63,11.5,21.5,7.88,8
8,3,24.7,19.0,129.1,8.47,18,25,50,23.2,16.4,6.25,8
7,2,16.1,18.7,141.6,9.21,18,25,63,29.6,17.7,9.0,7
9,8,40.2,16.9,126.1,11.06,18,25,71,18.5,22.8,7.89,9
4,5,26.4,25.4,151.9,9.0,18,25,30,22.0,25.0,7.5,4
9,6,27.8,30.2,128.3,8.65,18,25,70,20.0,22.1,7.78,9
9,5,43.0,24.7,167.5,9.83,18,25,99,23.7,23.3,11.0,9
9,6,17.9,16.9,157.5,8.93,18,25,69,17.4,12.0,7.67,9
5,2,30.8,20.9,116.4,11.03,18,25,45,26.2,18.2,9.0,5
7,4,28.0,24.6,133.9,9.72,18,25,45,18.8,27.4,6.43,7
7,10,26.9,20.2,144.7,9.91,18,25,37,11.2,22.7,5.29,7
10,7,27.6,21.0,124.0,8.52,18,25,88,14.2,21.0,8.8,10
9,9,25.3,30.7,164.4,9.22,18,25,53,10.6,27.4,5.89,9
8,5,31.6,25.7,173.4,10.01,18,25,84,23.5,29.6,10.5,8
7,4,39.8,15.2,149.7,7.16,18,25,68,27.4,15.1,9.71,7
8,8,42.8,15.0,151.8,9.68,18,25,57,23.5,20.1,7.12,8
8,6,21.6,15.0,116.3,7.45,18,25,70,16.9,19.1,8.75,8
7,1,30.2,22.4,135.7,10.76,18,25,82,61.5,23.0,11.71,7
8,6,28.5,30.4,148.2,8.31,18,25,65,12.7,25.6,8.12,8
9,4,28.4,26.1,133.1,10.66,18,25,81,20.2,31.3,9.0,9
7,4,29.7,30.3,156.4,8.32,18,25,71,21.7,24.4,10.14,7
9,5,28.6,32.4,143.8,8.56,18,25,76,23.2,36.1,8.44,9
9,3,29.0,32.5,149.1,8.05,18,25,109,37.0,32.6,12.11,9
9,1,27.9,25.9,153.9,10.2,18,25,72,50.6,26.9,8.0,9
9,3,16.8,28.0,136.3,10.94,18,25,43,20.1,29.8,4.78,9
7,7,26.2,23.1,134.6,8.97,18,25,55,13.2,28.8,7.86,7
10,5,25.9,29.7,165.3,8.11,18,25,92,18.7,25.3,9.2,10
7,6,32.0,16.8,153.6,10.59,18,25,69,18.2,13.0,9.86,7
8,7,23.9,21.2,116.8,8.51,18,25,42,11.4,25.6,5.25,8
8,10,23.2,25.6,147.4,8.98,18,25,41,11.4,24.1,5.12,8
10,4,28.4,18.0,166.4,8.93,18,25,103,24.9,12.9,10.3,10
8,3,25.4,17.9,160.7,8.67,18,25,88,27.7,15.5,11.0,8
