overs_played,wickets_lost,avg_batting_avg,avg_bowling_avg,avg_strike_rate,avg_economy,powerplay_runs,middle_overs_runs,total_innings_runs,team_batting_avg,team_bowling_avg,total_run_avg,overs_batted
50,3,31.9,31.8,86.3,4.94,47,148,269,67.8,34.6,5.38,50
50,1,34.8,29.5,93.9,6.48,60,150,303,80.0,30.6,6.06,50
46,4,36.7,31.5,83.4,5.97,54,122,249,45.6,36.8,5.41,46
38,9,32.5,43.2,83.3,4.97,60,132,192,23.4,43.3,5.05,38
47,5,37.3,22.8,90.4,5.45,60,150,241,43.7,19.1,5.13,47
29,0,36.4,30.8,83.1,5.23,60,141,171,80.0,31.8,5.9,29
41,4,34.6,31.7,98.2,4.65,52,133,217,47.8,42.3,5.29,41
44,5,47.1,33.9,83.1,5.07,53,140,238,43.7,36.3,5.41,44
35,3,41.0,36.7,105.1,5.08,48,85,209,61.2,41.2,5.97,35
43,4,37.8,34.1,98.3,4.97,60,150,226,47.8,39.9,5.26,43
35,3,48.8,41.1,92.2,6.83,60,137,185,56.8,44.4,5.29,35
43,2,36.8,29.7,84.1,4.7,60,150,249,80.0,32.5,5.79,43
22,4,35.2,30.7,129.8,5.39,60,150,121,35.9,34.0,5.5,22
34,3,37.1,30.2,96.2,5.99,57,150,186,52.0,32.1,5.47,34
37,8,34.6,26.0,80.6,6.41,60,150,187,31.6,24.5,5.05,37
37,2,49.6,31.9,84.8,7.3,57,150,206,80.0,34.1,5.57,37
42,3,37.2,24.8,93.6,6.14,60,126,251,63.0,26.9,5.98,42
46,8,34.9,36.2,88.2,6.42,39,150,237,30.6,41.6,5.15,46
33,6,42.7,28.2,141.0,4.17,60,150,207,44.6,25.8,6.27,33
50,8,40.8,25.0,107.5,4.85,60,150,276,37.3,26.3,5.52,50
38,6,53.6,31.7,98.1,5.49,44,150,221,42.7,32.9,5.82,38
44,3,37.1,27.9,106.4,5.74,56,118,244,57.4,25.2,5.55,44
33,3,46.4,23.6,114.8,6.57,60,150,210,64.8,22.4,6.36,33
34,3,36.6,27.6,82.4,6.16,54,125,199,61.1,22.5,5.85,34
43,3,39.7,32.8,91.7,3.46,60,115,236,64.3,34.9,5.49,43
39,7,22.3,28.4,105.0,5.92,60,100,203,25.5,27.3,5.21,39
41,4,43.0,33.1,104.0,5.8,60,150,244,51.7,34.9,5.95,41
50,2,49.7,32.1,94.8,4.87,60,150,298,80.0,35.2,5.96,50
45,8,33.2,31.1,94.9,6.65,59,109,240,26.3,37.9,5.33,45
40,0,45.4,31.1,95.0,3.83,60,148,248,80.0,32.5,6.2,40
46,1,48.5,31.7,89.7,4.54,60,150,278,80.0,26.0,6.04,46
41,7,32.6,33.4,80.6,6.12,55,145,220,24.9,24.4,5.37,41
38,4,36.1,21.4,102.1,5.42,60,117,224,48.4,20.1,5.89,38
39,1,35.1,28.0,95.3,7.27,48,150,234,80.0,27.4,6.0,39
38,7,35.7,38.5,72.5,4.77,60,134,178,26.9,42.7,4.68,38
19,2,46.3,33.9,88.5,3.9,51,150,110,52.6,33.0,5.79,19
43,4,39.5,31.3,117.2,5.72,60,117,251,50.9,34.7,5.84,43
50,7,34.4,39.8,73.3,6.7,60,150,265,41.4,44.4,5.3,50
50,6,32.0,28.4,82.6,5.02,55,150,249,31.8,31.9,4.98,50
48,3,36.6,29.0,85.5,4.86,60,94,268,67.9,30.8,5.58,48
27,3,28.2,27.3,102.2,6.43,57,139,139,34.3,23.1,5.15,27
47,1,46.8,28.3,98.4,4.48,60,150,272,80.0,29.6,5.79,47
50,8,34.5,32.4,71.3,5.23,60,142,272,32.4,33.8,5.44,50
47,7,33.1,25.7,95.8,5.37,60,150,247,30.6,32.3,5.26,47
28,6,38.5,33.6,78.2,6.47,60,150,140,29.8,27.6,5.0,28
39,4,44.0,28.2,96.9,4.88,60,141,225,53.7,35.3,5.77,39
47,3,48.9,26.6,67.7,3.97,60,137,280,80.0,26.6,5.96,47
39,3,40.1,29.8,101.1,5.15,49,150,210,49.5,34.7,5.38,39
34,7,26.8,28.1,82.1,3.8,60,150,167,26.8,28.8,4.91,34
50,2,50.7,26.5,87.0,6.55,60,93,312,80.0,23.4,6.24,50
32,7,24.9,27.0,104.8,3.07,60,132,147,20.4,21.5,4.59,32
33,1,50.2,30.9,86.7,5.66,50,99,172,80.0,37.3,5.21,33
44,1,39.2,31.2,81.5,5.71,60,133,236,80.0,31.2,5.36,44
44,5,44.4,34.5,85.9,6.55,60,131,244,43.7,33.1,5.55,44
49,4,34.0,26.6,74.2,4.64,46,150,271,52.4,15.2,5.53,49
50,4,43.0,37.1,96.5,6.69,37,150,268,59.8,32.9,5.36,50
32,4,32.6,29.7,89.7,6.25,60,106,191,40.5,31.2,5.97,32
38,6,45.5,23.2,95.8,6.31,53,148,235,40.9,29.4,6.18,38
30,3,40.9,30.0,90.3,5.21,58,104,176,45.0,27.8,5.87,30
41,2,41.3,39.1,64.3,3.69,60,136,221,80.0,46.0,5.39,41
35,7,47.4,36.0,98.5,4.96,60,150,191,36.1,35.1,5.46,35
50,7,43.4,24.8,69.0,4.03,60,139,261,41.1,31.9,5.22,50
50,4,38.6,25.4,82.1,7.06,60,150,288,53.0,25.0,5.76,50
50,5,48.8,32.2,98.4,6.32,51,150,300,58.0,33.0,6.0,50
41,4,31.3,29.7,83.2,5.6,57,150,221,51.1,36.1,5.39,41
32,2,42.7,30.5,113.2,5.91,60,144,188,78.4,34.8,5.88,32
32,0,40.8,31.1,107.4,4.51,52,150,199,80.0,27.1,6.22,32
40,5,42.4,38.8,90.4,5.04,48,150,207,42.8,40.8,5.18,40
43,5,41.0,26.7,82.9,6.63,43,135,219,42.8,31.8,5.09,43
33,4,39.3,25.7,67.9,5.14,60,148,177,46.5,26.4,5.36,33
39,5,29.1,33.0,93.6,6.13,60,150,202,33.1,36.0,5.18,39
50,3,44.0,23.3,77.5,4.34,43,150,303,79.5,21.7,6.06,50
50,4,40.7,29.3,111.5,4.19,60,150,294,61.9,27.2,5.88,50
40,4,48.0,37.6,90.7,5.07,53,150,248,53.3,37.0,6.2,40
43,1,42.8,40.7,78.3,6.2,37,150,256,80.0,31.3,5.95,43
39,7,41.0,33.8,81.9,6.57,59,150,214,35.3,34.1,5.49,39
33,4,28.1,44.5,90.4,3.07,35,150,142,28.2,39.3,4.3,33
43,5,45.4,33.3,81.0,6.52,60,129,247,50.9,37.1,5.74,43
47,1,34.2,39.2,93.3,5.74,60,150,241,80.0,44.1,5.13,47
49,9,32.9,37.4,61.5,4.93,60,101,241,33.0,39.2,4.92,49
33,1,40.6,31.0,112.5,5.67,60,150,194,80.0,31.4,5.88,33
41,4,37.5,30.5,122.6,5.87,60,127,229,48.0,29.1,5.59,41
33,3,41.8,32.0,85.3,7.91,60,137,181,49.0,30.5,5.48,33
36,6,42.5,28.7,79.2,5.67,60,140,197,37.7,34.2,5.47,36
41,2,46.0,33.3,105.4,4.61,60,118,230,80.0,32.7,5.61,41
43,4,35.3,28.7,91.4,6.12,60,93,220,44.3,32.1,5.12,43
48,4,40.8,45.5,90.0,5.31,52,140,278,57.2,47.6,5.79,48
50,4,35.8,27.1,92.9,6.28,51,101,273,57.3,19.1,5.46,50
50,6,29.8,40.0,85.9,4.04,60,142,253,39.2,44.2,5.06,50
40,8,34.7,36.7,99.6,6.67,60,138,198,25.9,33.3,4.95,40
36,6,40.1,27.2,62.5,4.46,60,150,195,34.0,24.2,5.42,36
50,5,39.1,30.3,91.5,7.31,60,150,272,53.0,36.8,5.44,50
45,1,41.5,22.4,89.4,6.5,54,140,244,80.0,22.8,5.42,45
45,9,34.6,36.1,74.2,5.39,32,150,220,29.4,41.5,4.89,45
45,3,38.7,30.4,81.9,5.94,51,150,254,65.2,31.6,5.64,45
29,3,43.5,39.4,89.6,6.98,60,114,147,42.1,36.9,5.07,29
37,2,37.5,26.0,86.7,6.07,60,150,210,80.0,21.5,5.68,37
50,5,32.4,22.4,93.0,5.34,60,101,271,44.1,21.0,5.42,50
47,6,34.7,30.6,89.7,5.95,60,125,237,36.5,32.0,5.04,47
31,5,36.3,35.0,94.8,5.15,58,93,191,36.2,31.1,6.16,31
36,4,41.2,22.4,104.7,7.42,60,150,198,43.8,19.2,5.5,36
43,3,42.6,27.2,114.7,6.62,60,147,240,68.3,30.6,5.58,43
50,4,38.3,30.1,76.7,5.24,36,150,238,55.0,31.4,4.76,50
36,4,40.1,26.8,78.2,6.1,47,47,202,44.1,25.5,5.61,36
31,5,36.1,27.9,79.9,6.25,51,106,153,35.3,35.6,4.94,31
41,0,32.4,29.6,69.0,6.68,51,80,256,80.0,39.6,6.24,41
50,3,50.8,41.3,83.3,5.52,60,150,291,76.6,42.7,5.82,50
42,4,35.6,19.6,76.9,7.25,49,150,247,52.1,18.5,5.88,42
38,10,43.6,38.3,105.3,4.86,60,144,179,26.5,37.9,4.71,38
35,1,50.2,17.3,108.7,5.21,60,150,220,80.0,12.0,6.29,35
50,4,33.3,31.5,112.8,5.68,60,101,280,56.0,32.3,5.6,50
41,5,33.7,35.3,83.2,7.41,56,128,218,38.6,34.0,5.32,41
34,2,36.0,28.9,95.3,6.89,60,150,181,71.4,20.4,5.32,34
50,4,39.3,30.8,100.1,4.64,60,150,280,58.5,21.7,5.6,50
23,3,34.4,45.6,108.4,5.32,60,150,102,30.2,38.4,4.43,23
44,9,40.8,37.9,94.3,4.39,60,150,212,29.4,35.1,4.82,44
45,2,42.9,37.1,98.6,7.57,60,150,257,80.0,44.9,5.71,45
31,1,29.3,28.7,98.9,5.47,60,150,173,80.0,24.4,5.58,31
50,2,37.5,32.6,108.6,6.42,53,150,304,80.0,33.0,6.08,50
29,7,41.4,42.8,98.0,5.34,60,150,141,32.3,42.4,4.86,29
34,7,38.6,38.4,88.2,4.58,60,128,168,23.4,44.2,4.94,34
50,5,38.5,32.0,100.3,3.64,60,129,295,56.3,33.9,5.9,50
37,3,48.3,33.3,61.8,6.42,52,137,217,55.5,26.9,5.86,37
32,3,41.7,30.1,78.6,6.13,37,150,187,53.1,39.3,5.84,32
49,5,46.0,24.5,114.2,7.44,53,150,288,54.1,27.8,5.88,49
43,6,31.0,33.9,81.2,4.99,43,148,228,35.4,30.8,5.3,43
39,6,41.3,32.1,93.7,5.9,60,135,232,31.1,30.1,5.95,39
35,2,41.6,21.2,94.2,5.65,58,141,192,71.9,28.0,5.49,35
42,2,35.4,26.7,84.5,6.18,59,118,261,80.0,28.7,6.21,42
38,7,43.2,28.7,95.6,5.52,52,150,217,35.8,31.4,5.71,38
46,5,37.1,27.8,91.5,5.79,60,144,257,45.4,28.7,5.59,46
42,4,33.6,37.9,92.5,5.19,53,130,201,45.3,47.4,4.79,42
35,5,32.9,39.4,84.2,6.1,60,92,180,37.4,43.8,5.14,35
50,6,35.6,22.7,70.0,6.96,53,150,262,38.9,33.9,5.24,50
34,6,37.2,33.5,85.4,5.42,60,106,187,34.8,35.4,5.5,34
50,8,21.0,27.2,107.3,3.99,60,115,254,25.1,30.0,5.08,50
50,6,36.6,32.5,72.2,5.0,58,73,281,40.5,42.5,5.62,50
40,5,37.6,33.6,105.5,6.01,60,150,231,46.5,27.2,5.78,40
47,5,46.9,34.7,90.0,6.34,42,119,258,46.4,46.3,5.49,47
28,5,41.2,37.7,107.4,5.66,60,150,158,36.8,41.3,5.64,28
38,6,38.3,32.7,92.4,5.83,60,150,209,35.0,33.6,5.5,38
39,3,39.8,34.3,107.8,5.6,60,150,231,57.6,47.8,5.92,39
40,3,47.7,35.4,103.1,5.5,60,136,245,65.3,32.4,6.12,40
49,3,42.8,38.7,97.5,6.46,60,150,251,71.8,41.8,5.12,49
41,5,39.7,31.9,79.2,6.89,59,47,229,41.6,27.9,5.59,41
38,3,41.7,36.8,87.4,7.14,30,150,219,56.9,30.6,5.76,38
43,4,27.7,25.9,109.4,3.22,60,131,240,45.8,30.8,5.58,43
39,6,38.8,36.6,88.3,5.32,60,119,209,36.1,36.7,5.36,39
38,4,34.4,35.7,81.1,6.3,60,110,202,49.1,40.5,5.32,38
41,10,36.9,33.7,93.9,5.16,54,150,215,27.5,24.6,5.24,41
30,1,36.6,27.9,73.6,5.08,60,131,170,80.0,28.7,5.67,30
50,8,28.6,33.2,90.2,5.52,46,150,244,23.0,34.6,4.88,50
38,8,36.0,30.9,77.2,6.55,60,126,203,24.8,30.2,5.34,38
37,2,41.2,36.9,114.5,4.01,60,142,218,80.0,30.7,5.89,37
34,5,33.2,33.3,98.2,5.71,60,127,192,37.2,33.7,5.65,34
48,2,45.0,35.8,105.3,5.67,37,80,266,80.0,39.1,5.54,48
30,6,41.3,37.0,84.2,5.8,50,150,142,28.0,38.6,4.73,30
49,4,32.9,29.6,70.9,6.31,60,150,268,50.2,32.9,5.47,49
46,4,39.3,24.4,95.9,5.8,60,75,279,60.5,29.4,6.07,46
40,6,31.4,32.0,104.6,7.4,46,150,208,30.0,33.0,5.2,40
40,6,35.7,30.6,76.0,4.95,51,150,198,33.9,27.6,4.95,40
50,2,34.4,27.2,93.7,5.42,49,147,268,80.0,21.3,5.36,50
36,4,35.3,32.8,78.4,5.41,60,150,205,45.1,32.1,5.69,36
33,4,48.2,38.7,83.6,5.56,33,150,172,48.1,36.6,5.21,33
50,5,34.3,43.0,96.5,6.34,60,150,255,41.1,37.6,5.1,50
40,7,37.9,29.0,74.8,6.29,60,150,203,33.8,29.8,5.08,40
24,3,30.3,33.6,107.5,4.41,52,150,107,28.1,23.8,4.46,24
50,4,33.8,32.5,98.7,3.56,56,125,276,56.6,37.3,5.52,50
39,3,44.6,27.7,94.1,5.79,59,150,234,68.5,31.9,6.0,39
46,5,38.8,33.9,89.7,4.72,60,86,261,49.1,36.4,5.67,46
45,5,28.7,38.8,101.2,3.84,60,150,250,38.3,36.0,5.56,45
42,6,36.7,36.7,75.9,5.25,60,112,202,34.4,38.6,4.81,42
50,3,27.9,32.7,86.2,5.22,47,142,284,68.8,36.0,5.68,50
28,5,31.4,29.7,91.2,5.07,60,108,155,29.7,31.7,5.54,28
32,6,48.9,34.9,99.0,5.32,60,150,163,33.0,37.1,5.09,32
30,2,49.0,37.9,70.1,6.41,55,143,180,74.4,37.0,6.0,30
48,3,37.6,31.8,108.8,4.69,58,107,282,73.6,29.5,5.88,48
48,4,48.6,39.6,80.1,7.11,57,150,271,53.6,42.7,5.65,48
43,3,50.0,36.0,93.0,4.69,60,98,251,70.0,41.6,5.84,43
29,5,27.9,24.8,60.9,6.68,60,81,113,24.9,23.8,3.9,29
50,6,36.4,32.2,87.5,5.43,60,137,293,41.9,34.2,5.86,50
50,3,46.2,32.2,105.4,6.57,49,138,273,80.0,32.1,5.46,50
42,3,37.0,29.8,97.5,6.29,60,150,251,61.3,35.0,5.98,42
49,9,39.0,40.9,65.0,5.6,60,150,244,35.2,42.4,4.98,49
43,7,40.1,37.8,91.7,4.16,60,150,204,31.8,39.5,4.74,43
43,0,36.6,38.9,88.6,5.5,60,99,243,80.0,36.4,5.65,43
44,4,32.0,23.4,76.6,6.92,60,150,258,49.6,26.4,5.86,44
37,3,38.3,38.5,82.8,7.21,51,150,208,56.3,43.8,5.62,37
41,3,45.6,34.4,102.3,6.5,40,150,212,62.2,37.7,5.17,41
50,3,42.9,34.9,80.2,2.81,60,148,275,73.0,35.5,5.5,50
38,5,27.6,28.1,66.7,6.12,60,150,199,32.5,22.8,5.24,38
37,5,38.4,29.2,69.0,7.93,56,150,197,37.5,33.3,5.32,37
45,5,37.7,29.9,81.5,6.05,60,137,268,51.6,33.8,5.96,45
35,5,33.8,32.6,102.7,5.61,60,123,182,31.9,34.5,5.2,35
46,4,39.3,32.9,94.8,5.39,58,144,246,53.2,32.6,5.35,46
50,3,38.1,35.9,82.1,6.37,60,150,267,65.3,37.4,5.34,50
50,3,40.5,24.9,69.7,4.41,48,129,271,70.5,23.8,5.42,50
49,1,37.6,41.5,97.7,6.2,60,79,267,80.0,41.2,5.45,49
35,6,37.1,33.9,119.5,6.69,60,146,192,37.4,32.3,5.49,35
26,5,37.4,30.3,80.0,4.11,60,150,131,28.4,32.5,5.04,26
44,3,40.5,35.6,77.6,5.72,60,107,238,59.5,41.0,5.41,44
43,5,34.1,31.2,94.1,5.64,55,121,232,39.6,32.8,5.4,43
43,2,41.6,32.6,94.5,6.12,60,143,256,80.0,30.8,5.95,43
40,2,40.4,28.8,82.8,5.72,56,133,233,80.0,32.7,5.82,40
50,4,29.8,26.6,68.8,4.32,60,150,285,51.7,35.0,5.7,50
34,9,38.8,35.8,73.7,4.53,60,150,174,29.6,34.2,5.12,34
49,7,31.6,26.4,66.3,7.25,56,150,234,38.6,22.2,4.78,49
42,2,28.0,32.0,108.5,4.58,60,150,222,77.3,31.2,5.29,42
40,4,41.2,35.4,102.3,6.07,60,66,209,46.3,44.9,5.22,40
36,4,37.6,37.6,99.4,5.79,60,142,195,43.3,37.1,5.42,36
32,5,39.6,27.1,80.1,4.83,59,150,207,36.1,23.6,6.47,32
42,6,46.0,28.6,76.3,6.89,60,138,227,42.4,38.9,5.4,42
43,5,33.2,40.7,70.7,5.82,32,145,191,32.6,47.7,4.44,43
38,9,30.5,23.8,97.0,7.1,60,144,171,22.2,26.1,4.5,38
48,1,45.8,35.2,123.9,7.39,60,150,290,80.0,36.6,6.04,48
21,5,33.2,30.4,102.8,6.92,58,134,102,26.2,29.5,4.86,21
48,3,48.8,33.4,84.7,5.02,55,150,291,79.1,39.2,6.06,48
49,3,41.2,39.0,85.9,4.77,60,147,265,63.1,43.7,5.41,49
48,3,36.9,33.2,101.4,6.54,34,147,273,70.8,33.2,5.69,48
29,4,40.3,26.3,103.8,6.31,42,150,164,40.3,21.8,5.66,29
36,7,36.5,28.9,105.1,6.01,60,127,204,37.5,30.6,5.67,36
37,5,42.3,45.9,62.7,3.82,57,112,176,38.3,46.7,4.76,37
50,2,39.7,43.6,84.2,5.66,39,150,289,80.0,45.5,5.78,50
46,3,30.8,34.1,122.6,4.82,60,145,270,59.3,33.6,5.87,46
41,5,36.9,26.5,108.9,5.08,52,130,226,45.0,23.4,5.51,41
38,0,44.5,32.0,98.2,6.32,44,143,223,80.0,36.4,5.87,38
40,4,39.1,29.6,102.0,5.69,60,150,240,50.9,32.9,6.0,40
43,3,39.2,35.7,74.4,4.54,60,150,240,61.3,28.9,5.58,43
37,9,28.6,33.4,79.3,6.27,55,150,172,20.9,29.3,4.65,37
43,2,36.6,33.2,66.7,5.04,60,150,240,80.0,34.4,5.58,43
48,4,29.9,25.0,102.7,5.75,60,150,290,50.6,21.3,6.04,48
36,4,23.1,38.4,83.7,5.91,60,150,185,33.8,34.9,5.14,36
45,6,36.1,38.2,101.2,4.04,60,150,249,35.9,36.6,5.53,45
46,4,47.6,35.9,103.1,6.36,58,150,266,60.1,32.9,5.78,46
45,4,53.4,37.7,107.4,3.4,60,91,277,62.9,36.2,6.16,45
45,5,37.7,32.7,80.7,5.54,54,126,254,47.7,42.6,5.64,45
36,3,36.1,37.4,80.5,6.29,52,150,196,53.5,36.6,5.44,36
50,2,40.6,29.9,104.4,5.51,59,150,282,80.0,35.8,5.64,50
37,5,50.1,26.5,80.2,4.48,60,150,223,40.8,26.9,6.03,37
42,7,37.4,31.7,85.3,6.84,49,109,190,30.1,32.8,4.52,42
41,4,32.5,23.0,105.5,5.92,48,150,216,50.4,20.5,5.27,41
50,3,39.8,30.4,81.6,5.78,60,150,265,72.0,36.6,5.3,50
44,7,39.2,29.5,76.3,5.17,60,150,217,31.2,29.3,4.93,44
